host,protocol,title,domain,link
edit.mysql.websrv.dxy.cn,http,,dxy.cn,http://edit.mysql.websrv.dxy.cn
https://upload.muggenbeet.dxy.cn,https,,dxy.cn,https://upload.muggenbeet.dxy.cn
https://upload.ultrasound.dxy.cn,https,,dxy.cn,https://upload.ultrasound.dxy.cn
https://m.2.download.www.y.dxy.cn,https,,dxy.cn,https://m.2.download.www.y.dxy.cn
https://s.edit.nurs.dxy.cn,https,,dxy.cn,https://s.edit.nurs.dxy.cn
upload.old.m13.dxy.cn,http,,dxy.cn,http://upload.old.m13.dxy.cn
https://edit.nagios.mtv.dxy.cn,https,,dxy.cn,https://edit.nagios.mtv.dxy.cn
edit.vip.wesfilmes.dxy.cn,http,,dxy.cn,http://edit.vip.wesfilmes.dxy.cn
download.mall.dxy.cn,http,,dxy.cn,http://download.mall.dxy.cn
https://data.download.www.y.dxy.cn,https,,dxy.cn,https://data.download.www.y.dxy.cn
https://edit.rheum.dxy.cn,https,,dxy.cn,https://edit.rheum.dxy.cn
jira.download.pipombo.dxy.cn,http,,dxy.cn,http://jira.download.pipombo.dxy.cn
https://edit.cache.help.assets.portal.dxy.cn,https,,dxy.cn,https://edit.cache.help.assets.portal.dxy.cn
https://download.console.willysr.dxy.cn,https,,dxy.cn,https://download.console.willysr.dxy.cn
https://zip.webht.edit.weixin.assets.portal.dxy.cn,https,,dxy.cn,https://zip.webht.edit.weixin.assets.portal.dxy.cn
edit.list.sochineny.dxy.cn,http,,dxy.cn,http://edit.list.sochineny.dxy.cn
https://toolbox.edit.ird.dxy.cn,https,,dxy.cn,https://toolbox.edit.ird.dxy.cn
https://download.live.merybracho.dxy.cn,https,,dxy.cn,https://download.live.merybracho.dxy.cn
b.upload.jolijou.dxy.cn,http,,dxy.cn,http://b.upload.jolijou.dxy.cn
https://upload.neurosurg.dxy.cn,https,,dxy.cn,https://upload.neurosurg.dxy.cn
https://download.oantitripa.dxy.cn,https,,dxy.cn,https://download.oantitripa.dxy.cn
https://webht.edit.weixin.assets.portal.dxy.cn,https,,dxy.cn,https://webht.edit.weixin.assets.portal.dxy.cn
https://download.toolbox.not-sofast.dxy.cn,https,,dxy.cn,https://download.toolbox.not-sofast.dxy.cn
https://wiki.data.download.www.y.dxy.cn,https,,dxy.cn,https://wiki.data.download.www.y.dxy.cn
https://yyyyyyyyym.2.download.www.y.dxy.cn,https,,dxy.cn,https://yyyyyyyyym.2.download.www.y.dxy.cn
https://download.betterday.users.dxy.cn,https,,dxy.cn,https://download.betterday.users.dxy.cn
https://sys.download.old.console.weixin.assets.portal.dxy.cn,https,,dxy.cn,https://sys.download.old.console.weixin.assets.portal.dxy.cn
download.ftp.websrv.dxy.cn,http,,dxy.cn,http://download.ftp.websrv.dxy.cn
nagios.upload.jtebaise.dxy.cn,http,,dxy.cn,http://nagios.upload.jtebaise.dxy.cn
db.upload.jolijou.dxy.cn,http,,dxy.cn,http://db.upload.jolijou.dxy.cn
https://download.wap.sys.www.y.dxy.cn,https,,dxy.cn,https://download.wap.sys.www.y.dxy.cn
download.toolbox.not-sofast.dxy.cn,http,,dxy.cn,http://download.toolbox.not-sofast.dxy.cn
https://download.static.merybracho.dxy.cn,https,,dxy.cn,https://download.static.merybracho.dxy.cn
edit.manager.sda.dxy.cn,http,,dxy.cn,http://edit.manager.sda.dxy.cn
https://edit.e.referrals.dxy.cn,https,,dxy.cn,https://edit.e.referrals.dxy.cn
scanner.download.pipombo.dxy.cn,http,,dxy.cn,http://scanner.download.pipombo.dxy.cn
https://db.upload.jolijou.dxy.cn,https,,dxy.cn,https://db.upload.jolijou.dxy.cn
https://download.passport.ms2.dxy.cn,https,,dxy.cn,https://download.passport.ms2.dxy.cn
https://test2.upload.jtebaise.dxy.cn,https,,dxy.cn,https://test2.upload.jtebaise.dxy.cn
https://autodiscover.api.edit.rheum.dxy.cn,https,,dxy.cn,https://autodiscover.api.edit.rheum.dxy.cn
https://lib.download.pipombo.dxy.cn,https,,dxy.cn,https://lib.download.pipombo.dxy.cn
https://edit.img01.crm.so.portal.dxy.cn,https,,dxy.cn,https://edit.img01.crm.so.portal.dxy.cn
upload.autodiscover.mobile.dxy.cn,http,,dxy.cn,http://upload.autodiscover.mobile.dxy.cn
download.static.merybracho.dxy.cn,http,,dxy.cn,http://download.static.merybracho.dxy.cn
https://upload.so.imchat.dxy.cn,https,,dxy.cn,https://upload.so.imchat.dxy.cn
https://s2.2.download.www.y.dxy.cn,https,,dxy.cn,https://s2.2.download.www.y.dxy.cn
https://union.upload.jtebaise.dxy.cn,https,,dxy.cn,https://union.upload.jtebaise.dxy.cn
https://upload.proxy.jira.meeting.dxy.cn,https,,dxy.cn,https://upload.proxy.jira.meeting.dxy.cn
yyyyyyyyyc.api.edit.rheum.dxy.cn,http,,dxy.cn,http://yyyyyyyyyc.api.edit.rheum.dxy.cn
upload.proxy.jira.meeting.dxy.cn,http,,dxy.cn,http://upload.proxy.jira.meeting.dxy.cn
https://sslvpn.s.oa.download.mall.dxy.cn,https,,dxy.cn,https://sslvpn.s.oa.download.mall.dxy.cn
rasilez.dxy.cn,http,锐思力（阿利吉仑）专区,dxy.cn,http://rasilez.dxy.cn
upload.neurosurg.dxy.cn,http,,dxy.cn,http://upload.neurosurg.dxy.cn
sys.download.old.console.weixin.assets.portal.dxy.cn,http,,dxy.cn,http://sys.download.old.console.weixin.assets.portal.dxy.cn
https://edit.ultrasound.dxy.cn,https,,dxy.cn,https://edit.ultrasound.dxy.cn
count.upload.jolijou.dxy.cn,http,,dxy.cn,http://count.upload.jolijou.dxy.cn
https://webht.api.edit.rheum.dxy.cn,https,,dxy.cn,https://webht.api.edit.rheum.dxy.cn
toolbox.edit.ird.dxy.cn,http,,dxy.cn,http://toolbox.edit.ird.dxy.cn
downloads.download.pipombo.dxy.cn,http,,dxy.cn,http://downloads.download.pipombo.dxy.cn
library.upload.jtebaise.dxy.cn,http,,dxy.cn,http://library.upload.jtebaise.dxy.cn
https://nagios.upload.jtebaise.dxy.cn,https,,dxy.cn,https://nagios.upload.jtebaise.dxy.cn
webht.api.edit.rheum.dxy.cn,http,,dxy.cn,http://webht.api.edit.rheum.dxy.cn
wx.upload.jolijou.dxy.cn,http,,dxy.cn,http://wx.upload.jolijou.dxy.cn
https://2.download.www.y.dxy.cn,https,,dxy.cn,https://2.download.www.y.dxy.cn
https://edit.zabbix.referrals.dxy.cn,https,,dxy.cn,https://edit.zabbix.referrals.dxy.cn
i.upload.jtebaise.dxy.cn,http,,dxy.cn,http://i.upload.jtebaise.dxy.cn
live.search.download.mall.dxy.cn,http,,dxy.cn,http://live.search.download.mall.dxy.cn
upload.so.imchat.dxy.cn,http,,dxy.cn,http://upload.so.imchat.dxy.cn
https://edit.webclient.dxy.cn,https,,dxy.cn,https://edit.webclient.dxy.cn
https://profile.edit.ird.dxy.cn,https,,dxy.cn,https://profile.edit.ird.dxy.cn
https://edit.ftp.willysr.dxy.cn,https,,dxy.cn,https://edit.ftp.willysr.dxy.cn
https://console.upload.jolijou.dxy.cn,https,,dxy.cn,https://console.upload.jolijou.dxy.cn
download.netflow.dxy.cn,http,,dxy.cn,http://download.netflow.dxy.cn
https://edit.radiol.dxy.cn,https,,dxy.cn,https://edit.radiol.dxy.cn
https://preview.edit.ird.dxy.cn,https,,dxy.cn,https://preview.edit.ird.dxy.cn
https://reset.dxy.cn,https,,dxy.cn,https://reset.dxy.cn
download.wechat.jtebaise.dxy.cn,http,,dxy.cn,http://download.wechat.jtebaise.dxy.cn
download.passport.ms2.dxy.cn,http,,dxy.cn,http://download.passport.ms2.dxy.cn
edit.ultrasound.dxy.cn,http,,dxy.cn,http://edit.ultrasound.dxy.cn
https://img02.data.download.www.y.dxy.cn,https,,dxy.cn,https://img02.data.download.www.y.dxy.cn
https://edit.bugs.qnoyzone.dxy.cn,https,,dxy.cn,https://edit.bugs.qnoyzone.dxy.cn
jieyan.dxy.cn,http,戒烟我先行_丁香园控烟专区,dxy.cn,http://jieyan.dxy.cn
edit.autodiscover.static.dxy.cn,http,,dxy.cn,http://edit.autodiscover.static.dxy.cn
https://share.download.web.pediatr.dxy.cn,https,,dxy.cn,https://share.download.web.pediatr.dxy.cn
https://download.preview.nyachii.dxy.cn,https,,dxy.cn,https://download.preview.nyachii.dxy.cn
https://edit.autodiscover.shop.dxy.cn,https,,dxy.cn,https://edit.autodiscover.shop.dxy.cn
union.upload.jtebaise.dxy.cn,http,,dxy.cn,http://union.upload.jtebaise.dxy.cn
download.lilly.dxy.cn,http,,dxy.cn,http://download.lilly.dxy.cn
bugzilla.upload.websrv.dxy.cn,http,,dxy.cn,http://bugzilla.upload.websrv.dxy.cn
ldap.edit.ird.dxy.cn,http,,dxy.cn,http://ldap.edit.ird.dxy.cn
edit.autodiscover.shop.dxy.cn,http,,dxy.cn,http://edit.autodiscover.shop.dxy.cn
https://control.upload.jtebaise.dxy.cn,https,,dxy.cn,https://control.upload.jtebaise.dxy.cn
preview.edit.ird.dxy.cn,http,,dxy.cn,http://preview.edit.ird.dxy.cn
https://edit.exchange.madison.dxy.cn,https,,dxy.cn,https://edit.exchange.madison.dxy.cn
https://download.feedback.ird.dxy.cn,https,,dxy.cn,https://download.feedback.ird.dxy.cn
https://upload.sochineny.dxy.cn,https,,dxy.cn,https://upload.sochineny.dxy.cn
download.novel66.dxy.cn,http,,dxy.cn,http://download.novel66.dxy.cn
https://edit.share.referrals.dxy.cn,https,,dxy.cn,https://edit.share.referrals.dxy.cn
upload.log.npb.dxy.cn,http,,dxy.cn,http://upload.log.npb.dxy.cn
upload.vote.dxy.cn,http,,dxy.cn,http://upload.vote.dxy.cn
control.upload.jtebaise.dxy.cn,http,,dxy.cn,http://control.upload.jtebaise.dxy.cn
upload.ihealth.dxy.cn,http,,dxy.cn,http://upload.ihealth.dxy.cn
https://edit.app.taiwanyes.dxy.cn,https,,dxy.cn,https://edit.app.taiwanyes.dxy.cn
edit.exchange.madison.dxy.cn,http,,dxy.cn,http://edit.exchange.madison.dxy.cn
https://edit.intensivemail.dxy.cn,https,,dxy.cn,https://edit.intensivemail.dxy.cn
https://edit.autodiscover.static.dxy.cn,https,,dxy.cn,https://edit.autodiscover.static.dxy.cn
https://edit.help.index.dxy.cn,https,,dxy.cn,https://edit.help.index.dxy.cn
download.boss.oantitripa.dxy.cn,http,,dxy.cn,http://download.boss.oantitripa.dxy.cn
edit.app.taiwanyes.dxy.cn,http,,dxy.cn,http://edit.app.taiwanyes.dxy.cn
https://download.novel66.dxy.cn,https,,dxy.cn,https://download.novel66.dxy.cn
download.merybracho.dxy.cn,http,,dxy.cn,http://download.merybracho.dxy.cn
https://upload.ms-panadol.dxy.cn,https,,dxy.cn,https://upload.ms-panadol.dxy.cn
https://edit.weixin.wiki.rehab.dxy.cn,https,,dxy.cn,https://edit.weixin.wiki.rehab.dxy.cn
res.upload.jolijou.dxy.cn,http,,dxy.cn,http://res.upload.jolijou.dxy.cn
https://upload.oa.jtebaise.dxy.cn,https,,dxy.cn,https://upload.oa.jtebaise.dxy.cn
https://web.edit.ird.dxy.cn,https,,dxy.cn,https://web.edit.ird.dxy.cn
https://download.img01.scs.dxy.cn,https,,dxy.cn,https://download.img01.scs.dxy.cn
https://updates.upload.jtebaise.dxy.cn,https,,dxy.cn,https://updates.upload.jtebaise.dxy.cn
https://cas.upload.jolijou.dxy.cn,https,,dxy.cn,https://cas.upload.jolijou.dxy.cn
edit.weixin.wiki.rehab.dxy.cn,http,,dxy.cn,http://edit.weixin.wiki.rehab.dxy.cn
https://demo.upload.jtebaise.dxy.cn,https,,dxy.cn,https://demo.upload.jtebaise.dxy.cn
https://download.superbpics.dxy.cn,https,,dxy.cn,https://download.superbpics.dxy.cn
https://download.portal.maswafa.dxy.cn,https,,dxy.cn,https://download.portal.maswafa.dxy.cn
upload.sys.sochineny.dxy.cn,http,,dxy.cn,http://upload.sys.sochineny.dxy.cn
upload.auth.masihangat.dxy.cn,http,,dxy.cn,http://upload.auth.masihangat.dxy.cn
https://edit.edm.ytudomais.dxy.cn,https,,dxy.cn,https://edit.edm.ytudomais.dxy.cn
edit.s2.jtebaise.dxy.cn,http,,dxy.cn,http://edit.s2.jtebaise.dxy.cn
https://edit.assets.nyachii.dxy.cn,https,,dxy.cn,https://edit.assets.nyachii.dxy.cn
https://download.mailgun.dxy.cn,https,,dxy.cn,https://download.mailgun.dxy.cn
https://download.infect.dxy.cn,https,,dxy.cn,https://download.infect.dxy.cn
upload.oa.jtebaise.dxy.cn,http,,dxy.cn,http://upload.oa.jtebaise.dxy.cn
https://download.rheum.dxy.cn,https,,dxy.cn,https://download.rheum.dxy.cn
upload.urol.dxy.cn,http,,dxy.cn,http://upload.urol.dxy.cn
download.img01.scs.dxy.cn,http,,dxy.cn,http://download.img01.scs.dxy.cn
https://www.upload.jolijou.dxy.cn,https,,dxy.cn,https://www.upload.jolijou.dxy.cn
https://bbs.upload.jtebaise.dxy.cn,https,,dxy.cn,https://bbs.upload.jtebaise.dxy.cn
upload.sochineny.dxy.cn,http,,dxy.cn,http://upload.sochineny.dxy.cn
weixin.upload.jtebaise.dxy.cn,http,,dxy.cn,http://weixin.upload.jtebaise.dxy.cn
upload.sapi.dxy.cn,http,,dxy.cn,http://upload.sapi.dxy.cn
o69iay0p.reset.dxy.cn,http,,dxy.cn,http://o69iay0p.reset.dxy.cn
scanner.upload.jtebaise.dxy.cn,http,,dxy.cn,http://scanner.upload.jtebaise.dxy.cn
download.imagesbypc.dxy.cn,http,,dxy.cn,http://download.imagesbypc.dxy.cn
https://upload.insurance-fsi2.dxy.cn,https,,dxy.cn,https://upload.insurance-fsi2.dxy.cn
vs.reset.dxy.cn,http,,dxy.cn,http://vs.reset.dxy.cn
edit.looter.dxy.cn,http,,dxy.cn,http://edit.looter.dxy.cn
https://upload.otol.dxy.cn,https,,dxy.cn,https://upload.otol.dxy.cn
image.edit.ird.dxy.cn,http,,dxy.cn,http://image.edit.ird.dxy.cn
https://download.gm.nyachii.dxy.cn,https,,dxy.cn,https://download.gm.nyachii.dxy.cn
upload.otol.dxy.cn,http,,dxy.cn,http://upload.otol.dxy.cn
scanner.upload.jolijou.dxy.cn,http,,dxy.cn,http://scanner.upload.jolijou.dxy.cn
updates.upload.jtebaise.dxy.cn,http,,dxy.cn,http://updates.upload.jtebaise.dxy.cn
upload.search.ms2.dxy.cn,http,,dxy.cn,http://upload.search.ms2.dxy.cn
https://download.it.maswafa.dxy.cn,https,,dxy.cn,https://download.it.maswafa.dxy.cn
sms.download.pipombo.dxy.cn,http,,dxy.cn,http://sms.download.pipombo.dxy.cn
download.infect.dxy.cn,http,,dxy.cn,http://download.infect.dxy.cn
edit.backup.referrals.dxy.cn,http,,dxy.cn,http://edit.backup.referrals.dxy.cn
https://edit.looter.dxy.cn,https,,dxy.cn,https://edit.looter.dxy.cn
https://upload.sso.ns58.dxy.cn,https,,dxy.cn,https://upload.sso.ns58.dxy.cn
https://res.upload.jolijou.dxy.cn,https,,dxy.cn,https://res.upload.jolijou.dxy.cn
git.upload.jtebaise.dxy.cn,http,,dxy.cn,http://git.upload.jtebaise.dxy.cn
https://download.excipient.dxy.cn,https,,dxy.cn,https://download.excipient.dxy.cn
https://weixin.upload.jtebaise.dxy.cn,https,,dxy.cn,https://weixin.upload.jtebaise.dxy.cn
demo.upload.jtebaise.dxy.cn,http,,dxy.cn,http://demo.upload.jtebaise.dxy.cn
https://edit.ftp.oe.dxy.cn,https,,dxy.cn,https://edit.ftp.oe.dxy.cn
edit.admin.wikimalay.dxy.cn,http,,dxy.cn,http://edit.admin.wikimalay.dxy.cn
https://ssh.download.pipombo.dxy.cn,https,,dxy.cn,https://ssh.download.pipombo.dxy.cn
https://upload.en.forum.ird.dxy.cn,https,,dxy.cn,https://upload.en.forum.ird.dxy.cn
https://download.router-uk.dxy.cn,https,,dxy.cn,https://download.router-uk.dxy.cn
https://edit.mysql.websrv.dxy.cn,https,,dxy.cn,https://edit.mysql.websrv.dxy.cn
https://upload.forum.sochineny.dxy.cn,https,,dxy.cn,https://upload.forum.sochineny.dxy.cn
https://pic.upload.jolijou.dxy.cn,https,,dxy.cn,https://pic.upload.jolijou.dxy.cn
https://downloads.edit.ird.dxy.cn,https,,dxy.cn,https://downloads.edit.ird.dxy.cn
https://download.app.npb.dxy.cn,https,,dxy.cn,https://download.app.npb.dxy.cn
ssh.download.pipombo.dxy.cn,http,,dxy.cn,http://ssh.download.pipombo.dxy.cn
upload.sso.ns58.dxy.cn,http,,dxy.cn,http://upload.sso.ns58.dxy.cn
download.rheum.dxy.cn,http,,dxy.cn,http://download.rheum.dxy.cn
download.portal.maswafa.dxy.cn,http,,dxy.cn,http://download.portal.maswafa.dxy.cn
edit.ldap.referrals.dxy.cn,http,,dxy.cn,http://edit.ldap.referrals.dxy.cn
https://ssh.upload.jolijou.dxy.cn,https,,dxy.cn,https://ssh.upload.jolijou.dxy.cn
download.mattermost.dxy.cn,http,,dxy.cn,http://download.mattermost.dxy.cn
cache.upload.jolijou.dxy.cn,http,,dxy.cn,http://cache.upload.jolijou.dxy.cn
download.c.addison.dxy.cn,http,,dxy.cn,http://download.c.addison.dxy.cn
https://edit.ldap.referrals.dxy.cn,https,,dxy.cn,https://edit.ldap.referrals.dxy.cn
https://download.oncol.dxy.cn,https,,dxy.cn,https://download.oncol.dxy.cn
web.edit.ird.dxy.cn,http,,dxy.cn,http://web.edit.ird.dxy.cn
https://upload.printed.dxy.cn,https,,dxy.cn,https://upload.printed.dxy.cn
https://download.rockmehard.dxy.cn,https,,dxy.cn,https://download.rockmehard.dxy.cn
https://edit.pay.dxy.cn,https,,dxy.cn,https://edit.pay.dxy.cn
https://git.upload.jtebaise.dxy.cn,https,,dxy.cn,https://git.upload.jtebaise.dxy.cn
t.zabbix.upload.jolijou.dxy.cn,http,,dxy.cn,http://t.zabbix.upload.jolijou.dxy.cn
https://upload.vote.madison.dxy.cn,https,,dxy.cn,https://upload.vote.madison.dxy.cn
https://e.upload.jolijou.dxy.cn,https,,dxy.cn,https://e.upload.jolijou.dxy.cn
https://upload.sapi.dxy.cn,https,,dxy.cn,https://upload.sapi.dxy.cn
ssh.upload.jolijou.dxy.cn,http,,dxy.cn,http://ssh.upload.jolijou.dxy.cn
https://edit.trakal.dxy.cn,https,,dxy.cn,https://edit.trakal.dxy.cn
sso.upload.jolijou.dxy.cn,http,,dxy.cn,http://sso.upload.jolijou.dxy.cn
https://download.engagements.dxy.cn,https,,dxy.cn,https://download.engagements.dxy.cn
wap.edit.drugcoverage.dxy.cn,http,,dxy.cn,http://wap.edit.drugcoverage.dxy.cn
https://download.c.addison.dxy.cn,https,,dxy.cn,https://download.c.addison.dxy.cn
edit.share.referrals.dxy.cn,http,,dxy.cn,http://edit.share.referrals.dxy.cn
edit.nishal.dxy.cn,http,,dxy.cn,http://edit.nishal.dxy.cn
download.rockmehard.dxy.cn,http,,dxy.cn,http://download.rockmehard.dxy.cn
download.superbpics.dxy.cn,http,,dxy.cn,http://download.superbpics.dxy.cn
https://download.v3.dxy.cn,https,,dxy.cn,https://download.v3.dxy.cn
upload.system.ird.dxy.cn,http,,dxy.cn,http://upload.system.ird.dxy.cn
https://web.upload.jtebaise.dxy.cn,https,,dxy.cn,https://web.upload.jtebaise.dxy.cn
https://lib.upload.jtebaise.dxy.cn,https,,dxy.cn,https://lib.upload.jtebaise.dxy.cn
https://test2.a.upload.search.dxy.cn,https,,dxy.cn,https://test2.a.upload.search.dxy.cn
upload.s2.jtebaise.dxy.cn,http,,dxy.cn,http://upload.s2.jtebaise.dxy.cn
css.edit.ird.dxy.cn,http,,dxy.cn,http://css.edit.ird.dxy.cn
https://wap.edit.drugcoverage.dxy.cn,https,,dxy.cn,https://wap.edit.drugcoverage.dxy.cn
web.upload.jtebaise.dxy.cn,http,,dxy.cn,http://web.upload.jtebaise.dxy.cn
update.edit.ird.dxy.cn,http,,dxy.cn,http://update.edit.ird.dxy.cn
test2.a.upload.search.dxy.cn,http,,dxy.cn,http://test2.a.upload.search.dxy.cn
https://edit.six.dxy.cn,https,,dxy.cn,https://edit.six.dxy.cn
login.upload.jolijou.dxy.cn,http,,dxy.cn,http://login.upload.jolijou.dxy.cn
https://dev1.download.pipombo.dxy.cn,https,,dxy.cn,https://dev1.download.pipombo.dxy.cn
pic.upload.jolijou.dxy.cn,http,,dxy.cn,http://pic.upload.jolijou.dxy.cn
https://img.upload.jtebaise.dxy.cn,https,,dxy.cn,https://img.upload.jtebaise.dxy.cn
https://edit.vote.madison.dxy.cn,https,,dxy.cn,https://edit.vote.madison.dxy.cn
https://3.2.download.www.y.dxy.cn,https,,dxy.cn,https://3.2.download.www.y.dxy.cn
https://zip.edit.ird.dxy.cn,https,,dxy.cn,https://zip.edit.ird.dxy.cn
upload.gm.nyachii.dxy.cn,http,,dxy.cn,http://upload.gm.nyachii.dxy.cn
https://data.2.download.www.y.dxy.cn,https,,dxy.cn,https://data.2.download.www.y.dxy.cn
https://upload.adminht.nyachii.dxy.cn,https,,dxy.cn,https://upload.adminht.nyachii.dxy.cn
https://yyyyyyyyystatic.wei.edit.cache.help.assets.portal.dxy.cn,https,,dxy.cn,https://yyyyyyyyystatic.wei.edit.cache.help.assets.portal.dxy.cn
https://download.3g.pipombo.dxy.cn,https,,dxy.cn,https://download.3g.pipombo.dxy.cn
edit.orthop.dxy.cn,http,,dxy.cn,http://edit.orthop.dxy.cn
edit.go.m13.dxy.cn,http,,dxy.cn,http://edit.go.m13.dxy.cn
img.upload.jtebaise.dxy.cn,http,,dxy.cn,http://img.upload.jtebaise.dxy.cn
https://edit.en.forum.ird.dxy.cn,https,,dxy.cn,https://edit.en.forum.ird.dxy.cn
lib.upload.websrv.dxy.cn,http,,dxy.cn,http://lib.upload.websrv.dxy.cn
upload.adminht.nyachii.dxy.cn,http,,dxy.cn,http://upload.adminht.nyachii.dxy.cn
https://upload.sql.maswafa.dxy.cn,https,,dxy.cn,https://upload.sql.maswafa.dxy.cn
